title,link,video,image
Stressed Out - twenty one pilots,https://itunes.apple.com/us/music-video/stressed-out/id995055427?uo=2,http://a963.phobos.apple.com/us/r1000/173/Video4/v4/79/40/a7/7940a71b-bb45-5464-d79f-f204942f9e46/mzvf_7012416897793186154.640x358.h264lc.U.p.m4v,http://is5.mzstatic.com/image/thumb/Video7/v4/d4/48/6c/d4486c3e-304c-3594-9dc7-e73b6dea2794/USATV1500238.sca1.jpg/80x60bb-85.jpg
Team - Iggy Azalea,https://itunes.apple.com/us/music-video/team/id1100501176?uo=2,http://a954.phobos.apple.com/us/r1000/166/Video4/v4/d9/7d/5c/d97d5c8b-0627-b02d-9472-092d252d1063/mzvf_3470805895665923362.640x354.h264lc.U.p.m4v,http://is2.mzstatic.com/image/thumb/Video49/v4/6b/e4/a4/6be4a472-6eeb-1dcc-fc2e-aef8f804b5e7/vidtrkimg_00602547871060_1_1.jpg/80x60bb-85.jpg
PILLOWTALK - ZAYN,https://itunes.apple.com/us/music-video/pillowtalk/id1080142619?uo=2,http://a748.phobos.apple.com/us/r1000/168/Video/v4/66/9f/f2/669ff27b-77d6-1b36-9266-7de94ce7ae2d/mzvf_2352030538480551208.640x480.h264lc.U.p.m4v,http://is5.mzstatic.com/image/thumb/Video49/v4/84/73/1a/84731a91-5c24-32b3-e6b7-1a28ca90522b/8864457053790101VIC.jpg/80x60bb-85.jpg
Andas En Mi Cabeza (feat. Daddy Yankee) - Chino & Nacho,https://itunes.apple.com/us/music-video/andas-en-mi-cabeza-feat.-daddy/id1105696259?uo=2,http://a1654.phobos.apple.com/us/r1000/150/Video6/v4/39/8e/39/398e3955-0408-ba91-9110-8b159af9f98f/mzvf_8484937412148716412.640x366.h264lc.U.p.m4v,http://is3.mzstatic.com/image/thumb/Video2/v4/62/dc/30/62dc3013-91df-f912-327e-9ee17adfeb92/vidtrkimg_00602547860361_1_1.jpg/80x60bb-85.jpg
Grown Woman (Bonus Video) - Beyoncé,https://itunes.apple.com/us/music-video/grown-woman-bonus-video/id780334212?uo=2,http://a255.phobos.apple.com/us/r1000/174/Video49/v4/1f/63/37/1f633756-0d3a-e7fd-476e-cdf7bc12ea29/mzvf_3625685077460465304.640x480.h264lc.U.p.m4v,http://is5.mzstatic.com/image/thumb/Video4/v4/88/e9/9f/88e99f9a-1be0-38a9-37a1-6481317228f7/dj.bwqucauj.jpg/80x60bb-85.jpg
Hello - Adele,https://itunes.apple.com/us/music-video/hello/id1051952985?uo=2,http://a1129.phobos.apple.com/us/r1000/176/Video49/v4/c9/60/d1/c960d1aa-e322-db12-6144-e0b6036c8f21/mzvf_4528229109281816148.640x480.h264lc.U.p.m4v,http://is5.mzstatic.com/image/thumb/Video/v4/eb/d2/a0/ebd2a0cb-7944-98aa-f2e1-9c40355372c8/8864455852230101VIC.jpg/80x60bb-85.jpg
Women - Def Leppard,https://itunes.apple.com/us/music-video/women/id553727195?uo=2,http://a484.phobos.apple.com/us/r1000/110/Video/02/d8/9a/mzi.mckvfzsg..640x480.h264lc.u.p.m4v,http://is3.mzstatic.com/image/thumb/Video/v4/bd/af/60/bdaf603f-ce88-252b-ef26-6344312cb661/USMVB1200019.jpg/80x60bb-85.jpg
Uptown Funk (feat. Bruno Mars) - Mark Ronson,https://itunes.apple.com/us/music-video/uptown-funk-feat.-bruno-mars/id942813466?uo=2,http://a1026.phobos.apple.com/us/r1000/175/Video2/v4/32/41/a4/3241a43b-16ce-37ca-49b5-9ed0d7104b86/mzvf_5889989541596913829.640x480.h264lc.U.p.m4v,http://is2.mzstatic.com/image/thumb/Video1/v4/59/a2/97/59a297fa-11f3-459c-867c-25e71fa9f55e/8864449528660101VIC.jpg/80x60bb-85.jpg
Somewhere On a Beach - Dierks Bentley,https://itunes.apple.com/us/music-video/somewhere-on-a-beach/id1087131009?uo=2,http://a1602.phobos.apple.com/us/r1000/179/Video49/v4/e6/d1/7b/e6d17b83-d7ed-f26e-b15a-1cbbf89968c7/mzvf_5225449654203834157.640x472.h264lc.U.p.m4v,http://is1.mzstatic.com/image/thumb/Video49/v4/ed/c7/ce/edc7ced7-7c95-4165-3fbe-f72006502757/vidtrkimg_00602547776778_1_1.jpg/80x60bb-85.jpg
One Call Away - Charlie Puth,https://itunes.apple.com/us/music-video/one-call-away/id1042080417?uo=2,http://a1939.phobos.apple.com/us/r1000/136/Video4/v4/0f/b8/ce/0fb8cec2-340e-08de-0770-83b67dc91c6e/mzvf_7061174979096406582.640x358.h264lc.U.p.m4v,http://is2.mzstatic.com/image/thumb/Video/v4/37/a8/97/37a89704-62f6-6601-3144-4ab5f2d988c5/USATV1500769.sca1.jpg/80x60bb-85.jpg
Cake By the Ocean - DNCE,https://itunes.apple.com/us/music-video/cake-by-the-ocean/id1058728163?uo=2,http://a962.phobos.apple.com/us/r1000/172/Video/v4/c5/89/2c/c5892c40-7a3c-9431-f01b-9c3b234ccee7/mzvf_2320273537507290620.640x344.h264lc.U.p.m4v,http://is1.mzstatic.com/image/thumb/Video2/v4/3d/a8/f6/3da8f655-511b-73d3-bc3e-e561b714634f/vidtrkimg_00602547611789_1_1.jpg/80x60bb-85.jpg
New Romantics - Taylor Swift,https://itunes.apple.com/us/music-video/new-romantics/id1100568590?uo=2,http://a1077.phobos.apple.com/us/r1000/146/Video4/v4/e7/0b/75/e70b7577-644c-4b2b-5467-a080c616bbe9/mzvf_6794840069577860601.640x480.h264lc.U.p.m4v,http://is1.mzstatic.com/image/thumb/Video3/v4/16/67/a2/1667a2b3-2996-72a0-7b8a-24f755d28d03/USCJY1631659.jpg/80x60bb-85.jpg
Work (feat. Drake) - Rihanna,https://itunes.apple.com/us/music-video/work-feat.-drake/id1087146282?uo=2,http://a1186.phobos.apple.com/us/r1000/174/Video69/v4/47/89/88/478988bf-2884-c26b-3e18-6cc28d8aa012/mzvf_4476107880866214206.640x472.h264lc.U.p.m4v,http://is3.mzstatic.com/image/thumb/Video69/v4/3e/bc/99/3ebc9992-5fa0-8115-f474-7410f1e49448/vidtrkimg_00851365006868_1_1.jpg/80x60bb-85.jpg
Needed Me - Rihanna,https://itunes.apple.com/us/music-video/needed-me/id1106683999?uo=2,http://a35.phobos.apple.com/us/r1000/151/Video18/v4/cb/e5/94/cbe594f0-d9a8-82e6-43be-1aba97a3504e/mzvf_8193245174557134187.640x344.h264lc.U.p.m4v,http://is5.mzstatic.com/image/thumb/Video50/v4/20/e3/0c/20e30cd0-fc00-4162-07c0-7fc00c90b866/vidtrkimg_00851365006905_1_1.jpg/80x60bb-85.jpg
EPILOGUE : Young Forever - BTS,https://itunes.apple.com/us/music-video/epilogue-young-forever/id1105775961?uo=2,http://a36.phobos.apple.com/us/r30/Video1/v4/df/e1/9a/dfe19ade-6523-1aca-7d92-9e5236b557ef/mzvf_3146904518008705567.640x364.h264lc.U.p.m4v,http://is3.mzstatic.com/image/thumb/Video49/v4/4a/14/bc/4a14bc7c-d281-5182-c914-ffbbd49e0e43/KRA381690410.jpg/80x60bb-85.jpg
Black Sweat - Prince,https://itunes.apple.com/us/music-video/black-sweat/id127934975?uo=2,http://a1500.phobos.apple.com/us/r1000/040/Video/a3/34/fa/mzm.fgabused..640x480.h264lc.u.p.m4v,http://is3.mzstatic.com/image/thumb/Music/28/ec/6e/mzi.ryijkmaj.tif/80x60bb-85.jpg
NO - Meghan Trainor,https://itunes.apple.com/us/music-video/no/id1095196440?uo=2,http://a695.phobos.apple.com/us/r1000/127/Video49/v4/a3/71/8e/a3718eee-fd8d-a645-cccb-854ab01d1e9e/mzvf_319931182536927045.640x478.h264lc.U.p.m4v,http://is4.mzstatic.com/image/thumb/Video5/v4/cb/05/f9/cb05f9f9-78c9-074e-7137-6935a04c2404/dj.rztnyodw.jpg/80x60bb-85.jpg
The Sound of Silence - Disturbed,https://itunes.apple.com/us/music-video/the-sound-of-silence/id1067505463?uo=2,http://a1551.phobos.apple.com/us/r1000/168/Video49/v4/33/13/a1/3313a136-f01b-86b4-2d7e-6ebab33a2324/mzvf_8351887516068090744.640x480.h264lc.U.p.m4v,http://is3.mzstatic.com/image/thumb/Video2/v4/c7/ae/2d/c7ae2dab-806f-ec0d-63cc-6db7ec0b8cd9/USWBV1500856.sca1.jpg/80x60bb-85.jpg
Vroom Vroom - Charli XCX,https://itunes.apple.com/us/music-video/vroom-vroom/id1105944005?uo=2,http://a1313.phobos.apple.com/us/r1000/127/Video18/v4/a8/22/19/a82219d1-c031-1f6f-903f-81775902e039/mzvf_2630539178469973226.640x350.h264lc.U.p.m4v,http://is2.mzstatic.com/image/thumb/Video5/v4/9e/89/4b/9e894bbd-df8d-e6ee-5b5b-d67587240d74/GB1301600065.sca1.jpg/80x60bb-85.jpg
Nothing Compares 2U - Sinead O'Connor,https://itunes.apple.com/us/music-video/nothing-compares-2u/id1081708445?uo=2,http://a1070.phobos.apple.com/us/r1000/157/Video69/v4/e3/d7/a9/e3d7a944-74c5-fec9-04cd-6a106aa2582c/mzvf_1586825519018713435.640x480.h264lc.U.p.m4v,http://is5.mzstatic.com/image/thumb/Video49/v4/5b/c2/21/5bc22119-ed49-13e8-86b7-cd7735989afb/GB0308900530.sca1.jpg/80x60bb-85.jpg
Turn Down for What - DJ Snake & Lil Jon,https://itunes.apple.com/us/music-video/turn-down-for-what/id839040916?uo=2,http://a1385.phobos.apple.com/us/r1000/042/Video/v4/12/8f/72/128f72f7-09a7-8773-3f4e-19df0c465add/mzvf_4605026355987183564.640x362.h264lc.U.p.m4v,http://is5.mzstatic.com/image/thumb/Video3/v4/7b/12/6c/7b126c54-9f01-2d7e-5168-dc641f577b4e/8864444761880101VIC.jpg/80x60bb-85.jpg
Yoncé (Video) - Beyoncé,https://itunes.apple.com/us/music-video/yonce-video/id780520076?uo=2,http://a1464.phobos.apple.com/us/r1000/166/Video69/v4/4f/c2/2a/4fc22a1b-714a-5483-a857-0fd56a4c4b75/mzvf_5548623075637568753.640x480.h264lc.U.p.m4v,http://is4.mzstatic.com/image/thumb/Video6/v4/69/f0/13/69f01363-863c-ec6e-9b82-6663d05f9689/8864443858620121VIC.jpg/80x60bb-85.jpg
One Time - Justin Bieber,https://itunes.apple.com/us/music-video/one-time/id340234903?uo=2,http://a1913.phobos.apple.com/us/r1000/058/Video/ad/28/a4/mzm.tqgvuwts..640x352.h264lc.u.p.m4v,http://is3.mzstatic.com/image/thumb/Video/44/d2/6b/mzi.hcfpfxim.jpg/80x60bb-85.jpg
Not Afraid - Eminem,https://itunes.apple.com/us/music-video/not-afraid/id378423855?uo=2,http://a41.phobos.apple.com/us/r1000/122/Video2/v4/bb/1d/3d/bb1d3d2f-2ca9-fce1-4ef3-d3a810ed97eb/mzvf_8058364308748102088.640x348.h264lc.U.p.m4v,http://is2.mzstatic.com/image/thumb/Video/2c/2d/be/mzi.bojkvdxu.jpg/80x60bb-85.jpg
Blurred Lines (feat. T.I. & Pharrell) - Robin Thicke,https://itunes.apple.com/us/music-video/blurred-lines-feat.-t.i.-pharrell/id627635740?uo=2,http://a1796.phobos.apple.com/us/r1000/116/Video/v4/c2/be/05/c2be05e3-d281-9daa-9525-537fc1a27766/mzvf_8257414576726508401.640x352.h264lc.U.p.m4v,http://is5.mzstatic.com/image/thumb/Video/v4/fd/ba/64/fdba64ff-0ff4-2507-bef3-d539013c8342/vidtrkimg_00602537378807_1_1.jpg/80x60bb-85.jpg
One Less Lonely Girl - Justin Bieber,https://itunes.apple.com/us/music-video/one-less-lonely-girl/id340235164?uo=2,http://a1431.phobos.apple.com/us/r1000/009/Video/d7/dd/70/mzm.vokwwrde..640x352.h264lc.u.p.m4v,http://is2.mzstatic.com/image/thumb/Video/f7/5c/cb/mzi.elbyquza.jpg/80x60bb-85.jpg
Shake It Off - Taylor Swift,https://itunes.apple.com/us/music-video/shake-it-off/id907320486?uo=2,http://a690.phobos.apple.com/us/r1000/145/Video4/v4/d2/a6/40/d2a64097-8703-75ad-4888-1d833c56c461/mzvf_5822716043303688915.640x480.h264lc.U.p.m4v,http://is5.mzstatic.com/image/thumb/Video2/v4/02/e7/57/02e7574c-81f8-ed99-16ef-4156276fd41c/vidtrkimg_00843930013845_1_1.jpg/80x60bb-85.jpg
Bohemian Rhapsody - Queen,https://itunes.apple.com/us/music-video/bohemian-rhapsody/id139137587?uo=2,http://a1016.phobos.apple.com/us/r1000/041/Video/76/15/54/mzm.nnyxhtbh..640x368.h264lc.u.p.m4v,http://is3.mzstatic.com/image/thumb/Music/9e/3f/e9/dj.zrcdvpqy.tif/80x60bb-85.jpg
Smooth Criminal - Michael Jackson,https://itunes.apple.com/us/music-video/smooth-criminal-michael-jacksons/id405410806?uo=2,http://a1312.phobos.apple.com/us/r1000/134/Video69/v4/89/32/78/893278eb-e4cd-b3cf-264f-a256ad488b2d/mzvf_6156180984890520080.640x480.h264lc.U.p.m4v,http://is4.mzstatic.com/image/thumb/Video/65/dd/d6/mzi.xfandoof.jpg/80x60bb-85.jpg
We Found Love (feat. Calvin Harris) - Rihanna,https://itunes.apple.com/us/music-video/we-found-love-feat.-calvin/id474703502?uo=2,http://a564.phobos.apple.com/us/r1000/178/Video5/v4/71/df/ad/71dfad16-31b9-b0a8-35a0-9b16209c655b/mzvf_559670868244477755.640x476.h264lc.U.p.m4v,http://is1.mzstatic.com/image/thumb/Video/06/0e/05/mzi.hdidbace.jpg/80x60bb-85.jpg
This One's For Me and You (feat. New Edition) - Johnny Gill,https://itunes.apple.com/us/music-video/this-ones-for-me-you-feat./id1091131862?uo=2,http://a1928.phobos.apple.com/us/r1000/145/Video49/v4/d5/9f/64/d59f6439-1d01-6665-8004-6a35d1a6b644/mzvf_2864409438220146883.640x354.h264lc.U.p.m4v,http://is3.mzstatic.com/image/thumb/Video49/v4/96/f0/a9/96f0a9b7-a1ec-f65a-903a-8d7cb98aa7e6/vidtrkimg_00811790027098_1_1.jpg/80x60bb-85.jpg
Work from Home (feat. Ty Dolla $ign) - Fifth Harmony,https://itunes.apple.com/us/music-video/work-from-home-feat.-ty-dolla/id1088108602?uo=2,http://a34.phobos.apple.com/us/r1000/130/Video49/v4/04/4c/d3/044cd31b-9668-34ff-96d7-d7051adcd905/mzvf_2218205413708606779.640x446.h264lc.U.p.m4v,http://is4.mzstatic.com/image/thumb/Video69/v4/5b/81/9c/5b819c44-b836-3f76-f9fd-b0d636e07a8d/8864457742760101VIC.jpg/80x60bb-85.jpg
Kiss It Better - Rihanna,https://itunes.apple.com/us/music-video/kiss-it-better/id1099348319?uo=2,http://a840.phobos.apple.com/us/r1000/142/Video6/v4/02/8a/78/028a7808-22d3-bcbb-2d5e-5b2f1c052fd7/mzvf_7910025989383022111.640x480.h264lc.U.p.m4v,http://is5.mzstatic.com/image/thumb/Video6/v4/a1/ae/3d/a1ae3d5c-f6ca-bd28-24d1-6e42edb7ba49/vidtrkimg_00851365006745_1_1.jpg/80x60bb-85.jpg
Humble and Kind - Tim McGraw,https://itunes.apple.com/us/music-video/humble-and-kind/id1074636517?uo=2,http://a1999.phobos.apple.com/us/r1000/143/Video69/v4/95/a6/2b/95a62b01-e273-d5e7-9e7b-145cef2f030b/mzvf_7663781664964553413.640x480.h264lc.U.p.m4v,http://is1.mzstatic.com/image/thumb/Video69/v4/03/5c/65/035c65af-3607-c403-a627-3bcf2bf2309b/vidtrkimg_00843930021390_1_1.jpg/80x60bb-85.jpg
"Huntin', Fishin' and Lovin' Every Day - Luke Bryan",https://itunes.apple.com/us/music-video/huntin-fishin-lovin-every/id1098930737?uo=2,http://a883.phobos.apple.com/us/r1000/131/Video49/v4/15/cb/cf/15cbcfef-1bba-c8e3-7843-06832a4e78f6/mzvf_4276783919401405757.640x366.h264lc.U.p.m4v,http://is4.mzstatic.com/image/thumb/Video6/v4/f7/73/c5/f773c50f-afe1-c802-baca-d6f9b4245739/dj.mvqscvus.jpg/80x60bb-85.jpg
7 Years - Lukas Graham,https://itunes.apple.com/us/music-video/7-years/id1069510392?uo=2,http://a271.phobos.apple.com/us/r1000/146/Video69/v4/64/d8/76/64d87611-7740-7f64-6224-632c0d577ee8/mzvf_5204094106496491356.640x460.h264lc.U.p.m4v,http://is3.mzstatic.com/image/thumb/Video69/v4/c9/2f/b6/c92fb6c8-b1eb-4dcb-d52a-68586cf2a1bd/USWBV1501062.sca1.jpg/80x60bb-85.jpg
Watch Me (Whip / Nae Nae) - Silentó,https://itunes.apple.com/us/music-video/watch-me-whip-nae-nae/id1014707687?uo=2,http://a1583.phobos.apple.com/us/r1000/059/Video1/v4/7f/f1/9d/7ff19ddf-3e9f-a7a3-dbf2-c2603e4458bc/mzvf_3581585449288631902.640x480.h264lc.U.p.m4v,http://is3.mzstatic.com/image/thumb/Video7/v4/c8/73/2a/c8732ad5-013c-c2b0-dca4-78187e4792bf/vidtrkimg_00602547459695_1_1.jpg/80x60bb-85.jpg
I Took a Pill In Ibiza - Mike Posner,https://itunes.apple.com/us/music-video/i-took-pill-in-ibiza-seeb/id1090209572?uo=2,http://a756.phobos.apple.com/us/r1000/137/Video49/v4/74/b9/f4/74b9f425-19d5-8bb3-72bb-e8ca9f77c05f/mzvf_3428238155869045823.640x366.h264lc.U.p.m4v,http://is5.mzstatic.com/image/thumb/Video69/v4/bc/38/46/bc384630-1389-2ff1-eab8-3a44cdf3936d/vidtrkimg_00602547855763_1_1.jpg/80x60bb-85.jpg
Came Here to Forget - Blake Shelton,https://itunes.apple.com/us/music-video/came-here-to-forget/id1100840278?uo=2,http://a1436.phobos.apple.com/us/r1000/146/Video1/v4/40/7e/c6/407ec618-04e0-690f-8fa4-add3d2e567af/mzvf_608273830870026957.640x480.h264lc.U.p.m4v,http://is2.mzstatic.com/image/thumb/Video4/v4/79/40/64/794064e8-de36-06e7-13c7-52e15f93aafa/USWBV1600122.sca1.jpg/80x60bb-85.jpg
Dangerous Woman - Ariana Grande,https://itunes.apple.com/us/music-video/dangerous-woman-visual-1/id1100010890?uo=2,http://a1963.phobos.apple.com/us/r1000/175/Video5/v4/53/4c/13/534c13b9-945c-a6f2-d509-fd8359be8d98/mzvf_3173041100137684046.640x472.h264lc.U.p.m4v,http://is5.mzstatic.com/image/thumb/Video5/v4/13/0c/33/130c3397-0b28-6e15-8b4d-205c47d20937/vidtrkimg_00602547903037_1_1.jpg/80x60bb-85.jpg
